status,collision_index,collision_year,collision_reference,vehicle_reference,vehicle_type,towing_and_articulation,vehicle_manoeuvre,vehicle_direction_from,vehicle_direction_to,vehicle_location_restricted_lane,junction_location,skidding_and_overturning,hit_object_in_carriageway,vehicle_leaving_carriageway,hit_object_off_carriageway,first_point_of_impact,vehicle_left_hand_drive,journey_purpose_of_driver,sex_of_driver,age_of_driver,age_band_of_driver,engine_capacity_cc,propulsion_code,age_of_vehicle,generic_make_model,driver_imd_decile,driver_home_area_type,lsoa_of_driver,escooter_flag
Unvalidated,2024010487282,2024,010487282,2,4,0,14,7,3,0,2,5,0,0,0,1,1,6,1,22,5,-1,-1,-1,-1,2,1,E01003335,0
Unvalidated,2024010487283,2024,010487283,1,9,0,4,6,2,0,1,0,0,0,0,1,1,2,2,35,6,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487283,2024,010487283,2,3,0,3,6,2,0,1,2,0,0,0,2,1,1,1,33,6,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487284,2024,010487284,1,9,0,99,9,9,99,0,9,99,9,99,9,9,6,2,-1,-1,-1,-1,-1,-1,4,1,E01002369,0
Unvalidated,2024010487285,2024,010487285,1,9,0,9,5,3,0,1,0,0,0,0,1,1,2,2,60,9,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487287,2024,010487287,1,9,0,18,5,1,0,0,0,0,0,0,2,1,6,1,40,7,-1,-1,-1,-1,4,1,E01002672,0
Unvalidated,2024010487287,2024,010487287,2,9,0,18,5,1,0,0,0,0,0,0,2,1,6,2,35,6,-1,-1,-1,-1,9,1,E01003360,0
Unvalidated,2024010487288,2024,010487288,1,9,0,99,9,9,99,9,9,99,9,99,1,9,6,1,26,6,-1,-1,-1,-1,3,1,E01000108,0
Unvalidated,2024010487288,2024,010487288,2,1,9,99,9,9,99,9,9,99,9,99,9,1,6,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487291,2024,010487291,1,1,9,99,9,9,99,9,9,99,9,99,2,1,2,1,65,9,-1,-1,-1,-1,5,1,E01001091,0
Unvalidated,2024010487291,2024,010487291,2,9,0,99,9,9,99,9,9,99,9,99,1,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487292,2024,010487292,1,8,0,17,5,1,0,8,0,0,0,0,1,1,1,1,50,8,-1,-1,-1,-1,3,1,E01002623,0
Unvalidated,2024010487292,2024,010487292,2,9,0,16,1,5,0,8,0,0,0,0,1,1,6,2,35,6,-1,-1,-1,-1,3,1,E01002554,0
Unvalidated,2024010487293,2024,010487293,1,9,0,5,3,7,0,2,0,0,0,0,0,1,6,1,45,7,-1,-1,-1,-1,8,1,E01000569,0
Unvalidated,2024010487293,2024,010487293,2,3,0,5,3,7,0,2,0,0,0,0,0,1,1,1,27,6,-1,-1,-1,-1,7,1,E01002161,0
Unvalidated,2024010487294,2024,010487294,1,5,0,18,7,3,0,8,1,0,0,0,4,1,2,1,50,8,-1,-1,-1,-1,2,1,E01000954,0
Unvalidated,2024010487294,2024,010487294,2,9,0,18,1,5,0,2,0,0,0,0,1,1,6,2,32,6,-1,-1,-1,-1,7,1,E01001455,0
Unvalidated,2024010487295,2024,010487295,1,9,0,9,3,8,0,1,0,0,0,0,3,1,6,2,44,7,-1,-1,-1,-1,3,1,E01023310,0
Unvalidated,2024010487295,2024,010487295,2,9,0,18,7,3,0,1,9,99,9,10,1,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487295,2024,010487295,3,19,0,8,1,4,0,6,0,0,0,0,0,1,2,1,31,6,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487296,2024,010487296,1,9,0,99,9,9,99,0,9,99,9,99,1,9,6,3,50,8,-1,-1,-1,-1,3,1,E01002284,0
Unvalidated,2024010487297,2024,010487297,1,3,0,18,5,1,0,0,0,0,0,0,1,1,2,1,34,6,-1,-1,-1,-1,3,1,E01003565,0
Unvalidated,2024010487298,2024,010487298,1,9,0,5,1,5,0,5,0,10,7,11,1,1,6,1,28,6,-1,-1,-1,-1,4,1,E01000378,0
Unvalidated,2024010487299,2024,010487299,1,1,9,99,9,9,99,9,9,99,9,99,1,1,2,1,49,8,-1,-1,-1,-1,4,1,E01002088,0
Unvalidated,2024010487299,2024,010487299,2,9,0,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487303,2024,010487303,1,9,0,9,1,6,9,2,1,4,7,0,1,1,6,1,23,5,-1,-1,-1,-1,2,1,E01001144,0
Unvalidated,2024010487303,2024,010487303,2,9,0,2,0,0,0,2,0,4,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487303,2024,010487303,3,9,0,2,0,0,0,2,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487303,2024,010487303,4,9,0,2,0,0,0,2,0,4,7,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487303,2024,010487303,5,9,0,2,0,0,0,2,0,4,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487303,2024,010487303,6,9,0,2,0,0,0,2,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487311,2024,010487311,1,9,0,5,5,1,0,6,1,0,0,0,1,1,2,1,28,6,-1,-1,-1,-1,5,1,E01004381,0
Unvalidated,2024010487311,2024,010487311,2,8,0,18,7,3,0,8,1,0,0,0,4,1,1,1,63,9,-1,-1,-1,-1,3,1,E01001752,0
Unvalidated,2024010487317,2024,010487317,1,9,0,18,1,5,0,1,0,0,3,0,1,1,2,1,28,6,-1,-1,-1,-1,4,1,E01001444,0
Unvalidated,2024010487317,2024,010487317,2,9,0,2,0,0,9,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487317,2024,010487317,3,9,0,2,0,0,9,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487319,2024,010487319,1,4,0,18,5,1,0,2,5,0,0,0,4,1,1,1,30,6,-1,-1,-1,-1,3,1,E01003625,0
Unvalidated,2024010487319,2024,010487319,2,9,0,5,0,1,0,2,0,0,0,0,3,1,6,1,26,6,-1,-1,-1,-1,2,1,E01004252,0
Unvalidated,2024010487326,2024,010487326,1,3,0,18,5,1,0,8,0,0,0,0,4,1,1,1,22,5,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487326,2024,010487326,2,9,0,9,1,6,0,2,0,0,0,0,1,1,6,2,32,6,-1,-1,-1,-1,8,1,E01001030,0
Unvalidated,2024010487331,2024,010487331,1,90,0,99,9,9,99,9,9,99,9,99,2,9,6,1,58,9,-1,-1,-1,-1,9,1,E01001274,0
Unvalidated,2024010487335,2024,010487335,1,9,0,12,3,7,0,2,0,0,0,0,4,1,6,1,39,7,-1,-1,-1,-1,9,1,E01003358,0
Unvalidated,2024010487339,2024,010487339,1,3,0,99,9,9,99,9,9,99,9,99,1,1,6,1,37,7,-1,-1,-1,-1,1,1,E01000508,0
Unvalidated,2024010487339,2024,010487339,2,9,0,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487359,2024,010487359,1,9,0,99,9,9,0,9,9,99,9,99,2,9,6,2,22,5,-1,-1,-1,-1,9,3,E01031497,0
Unvalidated,2024010487359,2024,010487359,2,9,0,99,9,9,0,9,9,99,9,99,1,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487371,2024,010487371,1,19,0,7,5,7,0,8,0,0,0,0,1,1,6,1,53,8,-1,-1,-1,-1,2,1,E01003735,0
Unvalidated,2024010487373,2024,010487373,1,3,0,99,9,9,99,9,9,99,9,99,1,1,1,2,53,8,-1,-1,-1,-1,2,1,E01000603,0
Unvalidated,2024010487373,2024,010487373,2,9,9,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487375,2024,010487375,1,9,0,18,3,7,0,0,0,0,0,0,2,1,1,1,47,8,-1,-1,-1,-1,5,1,E01016065,0
Unvalidated,2024010487375,2024,010487375,2,9,0,18,3,7,0,0,0,0,0,0,2,1,6,1,45,7,-1,-1,-1,-1,4,1,E01001645,0
Unvalidated,2024010487375,2024,010487375,3,19,0,18,3,7,0,0,0,0,0,0,1,1,6,1,46,8,-1,-1,-1,-1,10,1,E01024150,0
Unvalidated,2024010487377,2024,010487377,1,11,0,4,1,5,0,1,0,0,0,0,0,1,1,1,48,8,-1,-1,-1,-1,7,1,E01000675,0
Unvalidated,2024010487382,2024,010487382,1,19,0,15,1,5,0,6,0,0,3,0,1,1,1,1,21,5,-1,-1,-1,-1,3,1,E01001629,0
Unvalidated,2024010487382,2024,010487382,2,4,0,4,3,7,0,1,1,0,0,0,4,1,6,1,44,7,-1,-1,-1,-1,1,1,E01003347,0
Unvalidated,2024010487383,2024,010487383,1,3,0,18,3,7,0,2,0,0,0,0,1,1,1,1,22,5,-1,-1,-1,-1,4,1,E01033746,0
Unvalidated,2024010487383,2024,010487383,2,9,0,4,7,3,0,1,0,0,0,0,1,1,6,2,57,9,-1,-1,-1,-1,10,1,E01000463,0
Unvalidated,2024010487384,2024,010487384,1,9,0,99,9,9,99,9,9,99,9,99,2,9,2,1,48,8,-1,-1,-1,-1,3,1,E01000094,0
Unvalidated,2024010487384,2024,010487384,2,19,9,99,9,9,0,1,9,0,0,0,1,1,6,1,22,5,-1,-1,-1,-1,3,1,E01000010,0
Unvalidated,2024010487395,2024,010487395,1,9,0,16,4,8,0,0,0,0,0,0,1,1,2,2,51,8,-1,-1,-1,-1,5,1,E01002490,0
Unvalidated,2024010487395,2024,010487395,2,20,0,16,4,8,0,0,0,0,0,0,3,1,1,1,42,7,-1,-1,-1,-1,5,1,E01024304,0
Unvalidated,2024010487395,2024,010487395,3,19,0,17,8,4,0,0,0,0,0,0,1,1,1,1,64,9,-1,-1,-1,-1,3,1,E01003214,0
Unvalidated,2024010487397,2024,010487397,1,9,0,18,7,3,0,0,0,4,0,0,1,1,6,1,53,8,-1,-1,-1,-1,7,1,E01004553,0
Unvalidated,2024010487397,2024,010487397,2,9,0,2,0,0,0,0,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487411,2024,010487411,1,9,0,18,7,3,0,8,0,0,0,0,1,2,6,1,46,8,-1,-1,-1,-1,1,1,E01002715,0
Unvalidated,2024010487411,2024,010487411,2,19,0,18,5,1,0,8,0,0,0,0,4,2,1,1,24,5,-1,-1,-1,-1,7,1,E01023347,0
Unvalidated,2024010487413,2024,010487413,1,11,0,18,5,1,2,1,0,0,0,0,0,1,1,2,23,5,-1,-1,-1,-1,5,1,E01003054,0
Unvalidated,2024010487413,2024,010487413,2,9,0,7,5,7,0,8,0,0,0,0,0,1,6,1,83,11,-1,-1,-1,-1,8,1,E01000355,0
Unvalidated,2024010487417,2024,010487417,1,9,0,99,9,9,99,9,9,99,9,99,2,9,6,2,41,7,-1,-1,-1,-1,10,1,E01004104,0
Unvalidated,2024010487417,2024,010487417,2,9,0,99,9,9,99,9,9,99,9,99,1,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487420,2024,010487420,1,9,0,9,7,5,0,5,0,0,0,0,1,1,6,2,21,5,-1,-1,-1,-1,2,1,E01001625,0
Unvalidated,2024010487420,2024,010487420,2,2,0,18,3,7,0,8,0,0,0,0,1,1,6,1,25,5,-1,-1,-1,-1,2,1,E01003267,0
Unvalidated,2024010487421,2024,010487421,1,9,0,99,9,9,99,9,9,99,9,99,9,9,2,1,30,6,-1,-1,-1,-1,3,1,E01002862,0
Unvalidated,2024010487421,2024,010487421,2,5,0,99,9,9,99,9,9,99,9,99,1,9,6,3,-1,-1,-1,-1,-1,-1,7,1,E01002255,0
Unvalidated,2024010487426,2024,010487426,1,3,0,7,5,8,0,2,0,0,0,0,1,1,6,1,32,6,-1,-1,-1,-1,3,1,E01000495,0
Unvalidated,2024010487426,2024,010487426,2,1,0,5,7,3,5,2,5,0,0,0,4,1,1,2,62,9,-1,-1,-1,-1,6,1,E01000700,0
Unvalidated,2024010487436,2024,010487436,1,11,0,5,3,7,0,8,0,0,0,0,1,1,1,1,55,8,-1,-1,-1,-1,1,1,E01004670,0
Unvalidated,2024010487437,2024,010487437,1,9,0,9,1,7,0,8,0,0,0,0,1,1,6,2,71,10,-1,-1,-1,-1,3,1,E01000312,0
Unvalidated,2024010487438,2024,010487438,1,90,0,99,9,9,99,9,9,99,9,99,1,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
Unvalidated,2024010487439,2024,010487439,1,11,0,18,7,3,0,0,1,0,0,0,1,1,1,1,58,9,-1,-1,-1,-1,2,1,E01001761,0
Unvalidated,2024010487441,2024,010487441,1,9,0,18,5,1,0,1,0,0,0,0,1,1,6,1,61,9,-1,-1,-1,-1,8,1,E01033580,0
Unvalidated,2024010487442,2024,010487442,1,9,0,99,9,9,99,2,9,99,9,99,1,9,6,2,83,11,-1,-1,-1,-1,3,1,E01000372,0
Unvalidated,2024010487442,2024,010487442,2,1,9,99,9,9,99,6,9,99,9,99,9,1,6,1,-1,-1,-1,-1,-1,-1,7,1,E01000438,0
Unvalidated,2024010487443,2024,010487443,1,9,0,16,7,3,0,0,0,0,7,0,1,1,6,2,29,6,-1,-1,-1,-1,6,1,E01004491,0
Unvalidated,2024010487443,2024,010487443,2,9,0,17,3,7,0,0,0,0,0,0,1,1,6,1,58,9,-1,-1,-1,-1,9,1,E01030636,0
Unvalidated,2024010487443,2024,010487443,3,9,0,17,3,7,0,0,0,0,0,0,3,1,2,2,56,9,-1,-1,-1,-1,9,1,E01004094,0
Unvalidated,2024010487445,2024,010487445,1,9,0,18,2,6,0,1,0,0,0,0,1,1,6,2,20,4,-1,-1,-1,-1,7,1,E01002683,0
Unvalidated,2024010487445,2024,010487445,2,9,0,3,2,6,0,1,0,0,0,0,2,1,6,1,21,5,-1,-1,-1,-1,9,1,E01003901,0
Unvalidated,2024010487446,2024,010487446,1,9,0,99,9,9,99,9,9,99,9,99,9,9,1,1,66,10,-1,-1,-1,-1,9,1,E01002421,0
Unvalidated,2024010487446,2024,010487446,2,9,0,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487450,2024,010487450,1,1,9,99,9,9,99,9,9,99,9,99,9,1,2,1,40,7,-1,-1,-1,-1,4,1,E01003376,0
Unvalidated,2024010487450,2024,010487450,2,9,0,99,9,9,99,9,9,99,9,99,1,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487451,2024,010487451,1,4,0,99,9,9,99,9,9,99,9,99,9,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487452,2024,010487452,1,9,0,7,1,4,0,1,0,0,0,0,2,1,6,1,57,9,-1,-1,-1,-1,2,1,E01003239,0
Unvalidated,2024010487452,2024,010487452,2,11,0,5,1,5,0,1,0,0,0,0,1,1,1,1,21,5,-1,-1,-1,-1,3,1,E01003275,0
Unvalidated,2024010487453,2024,010487453,1,9,0,5,6,2,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487454,2024,010487454,1,9,0,99,9,9,99,9,9,99,9,99,1,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487455,2024,010487455,1,3,0,18,4,8,0,1,0,0,0,0,1,1,6,1,24,5,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487457,2024,010487457,1,19,0,18,1,5,0,1,0,0,0,0,1,1,6,1,33,6,-1,-1,-1,-1,1,1,E01003961,0
Unvalidated,2024010487459,2024,010487459,1,9,0,99,9,9,99,9,9,99,9,99,9,9,2,2,44,7,-1,-1,-1,-1,2,1,E01016040,0
Unvalidated,2024010487460,2024,010487460,1,1,9,99,9,9,99,9,9,99,9,99,9,1,6,2,54,8,-1,-1,-1,-1,6,1,E01001251,0
Unvalidated,2024010487460,2024,010487460,2,3,0,99,9,9,99,9,9,99,9,99,9,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487462,2024,010487462,1,8,0,5,2,6,0,1,0,0,0,0,1,1,6,1,53,8,-1,-1,-1,-1,5,1,E01000255,0
Unvalidated,2024010487466,2024,010487466,1,9,0,18,1,5,0,0,0,0,0,0,1,1,6,1,57,9,-1,-1,-1,-1,7,1,E01003763,0
Unvalidated,2024010487468,2024,010487468,1,9,0,18,5,1,0,1,0,4,0,0,1,1,6,1,43,7,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487468,2024,010487468,2,9,0,10,5,3,0,5,0,0,0,0,0,1,6,1,51,8,-1,-1,-1,-1,7,1,E01002222,0
Unvalidated,2024010487468,2024,010487468,3,9,0,2,0,0,0,8,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487469,2024,010487469,1,9,0,9,1,7,0,8,0,0,0,0,1,1,6,2,48,8,-1,-1,-1,-1,1,1,E01001955,0
Unvalidated,2024010487469,2024,010487469,2,3,0,14,7,3,0,8,0,0,0,0,1,1,1,1,28,6,-1,-1,-1,-1,3,1,E01001900,0
Unvalidated,2024010487471,2024,010487471,1,9,0,18,8,4,0,0,0,0,0,0,0,1,1,2,33,6,-1,-1,-1,-1,3,1,E01002133,0
Unvalidated,2024010487471,2024,010487471,2,1,0,18,8,4,9,0,1,0,7,0,0,1,6,1,17,4,-1,-1,-1,-1,4,1,E01001247,0
Unvalidated,2024010487475,2024,010487475,1,9,0,18,1,5,0,8,0,10,0,0,4,1,6,1,52,8,-1,-1,-1,-1,7,1,E01004761,0
Unvalidated,2024010487475,2024,010487475,2,9,0,18,3,7,0,8,0,10,0,0,1,1,6,2,53,8,-1,-1,-1,-1,3,1,E01000137,0
Unvalidated,2024010487476,2024,010487476,1,9,0,99,9,9,99,9,9,99,9,99,2,9,6,2,24,5,-1,-1,-1,-1,5,1,E01002145,0
Unvalidated,2024010487476,2024,010487476,2,9,0,99,9,9,99,9,9,99,9,99,1,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487478,2024,010487478,1,9,0,99,9,9,99,9,9,99,9,99,3,9,1,1,50,8,-1,-1,-1,-1,2,1,E01001334,0
Unvalidated,2024010487478,2024,010487478,2,19,9,99,9,9,99,9,9,99,9,99,9,1,6,1,28,6,-1,-1,-1,-1,3,1,E01002502,0
Unvalidated,2024010487479,2024,010487479,1,9,0,7,2,4,0,6,0,0,0,0,1,1,6,3,34,6,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487479,2024,010487479,2,8,0,18,3,7,0,1,0,0,0,0,3,1,6,1,46,8,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487481,2024,010487481,1,9,0,18,7,3,0,1,0,0,0,0,1,1,6,1,52,8,-1,-1,-1,-1,8,1,E01001543,0
Unvalidated,2024010487481,2024,010487481,2,9,0,7,6,1,0,1,0,0,3,0,3,1,6,3,50,8,-1,-1,-1,-1,3,1,E01001409,0
Unvalidated,2024010487482,2024,010487482,1,9,0,16,5,1,9,0,1,0,7,4,1,1,6,1,19,4,-1,-1,-1,-1,7,1,E01000139,0
Unvalidated,2024010487483,2024,010487483,1,1,9,99,9,9,4,9,9,99,9,99,9,1,6,1,24,5,-1,-1,-1,-1,1,1,E01004285,0
Unvalidated,2024010487483,2024,010487483,2,9,0,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,3,1,E01003979,0
Unvalidated,2024010487485,2024,010487485,1,9,0,18,8,4,0,0,0,0,0,0,1,1,6,1,18,4,-1,-1,-1,-1,10,1,E01002482,0
Unvalidated,2024010487485,2024,010487485,2,9,0,18,8,4,0,0,0,0,0,0,4,1,6,1,69,10,-1,-1,-1,-1,9,1,E01002239,0
Unvalidated,2024010487488,2024,010487488,1,9,9,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487489,2024,010487489,1,11,0,16,7,1,2,8,0,0,0,0,4,1,1,1,33,6,-1,-1,-1,-1,3,1,E01004022,0
Unvalidated,2024010487490,2024,010487490,1,1,9,99,9,9,99,9,9,99,9,99,9,1,6,1,36,7,-1,-1,-1,-1,1,1,E01004732,0
Unvalidated,2024010487491,2024,010487491,1,9,0,99,9,9,99,0,9,99,9,99,1,9,6,1,26,6,-1,-1,-1,-1,5,1,E01002232,0
Unvalidated,2024010487491,2024,010487491,2,9,0,99,9,9,99,0,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487492,2024,010487492,1,9,0,10,2,7,0,8,0,0,0,0,2,1,2,1,41,7,-1,-1,-1,-1,2,1,E01002793,0
Unvalidated,2024010487492,2024,010487492,2,1,0,4,2,6,0,1,0,0,0,0,1,1,6,2,25,5,-1,-1,-1,-1,2,1,E01002716,0
Unvalidated,2024010487493,2024,010487493,1,9,0,9,1,6,0,1,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487494,2024,010487494,1,3,0,3,5,1,0,4,0,0,0,0,2,1,2,1,50,8,-1,-1,-1,-1,4,1,E01002309,0
Unvalidated,2024010487494,2024,010487494,2,19,0,17,5,1,0,4,0,4,0,0,1,1,1,1,50,8,-1,-1,-1,-1,2,1,E01003636,0
Unvalidated,2024010487499,2024,010487499,1,21,1,3,3,7,0,8,0,0,0,0,1,1,1,1,43,7,-1,-1,-1,-1,3,1,E01015973,0
Unvalidated,2024010487499,2024,010487499,2,19,0,3,3,7,0,8,0,0,0,0,2,1,1,1,48,8,-1,-1,-1,-1,3,1,E01003263,0
Unvalidated,2024010487500,2024,010487500,1,9,0,18,5,1,0,1,0,0,0,0,1,1,6,2,50,8,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487500,2024,010487500,2,19,0,9,2,8,0,5,0,0,0,0,4,1,1,2,46,8,-1,-1,-1,-1,9,1,E01002239,0
Unvalidated,2024010487503,2024,010487503,1,3,0,99,9,9,99,9,9,99,9,99,9,1,6,3,34,6,-1,-1,-1,-1,4,1,E01001174,0
Unvalidated,2024010487503,2024,010487503,2,9,0,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487505,2024,010487505,1,9,0,7,7,2,2,1,0,0,0,0,1,1,6,1,25,5,-1,-1,-1,-1,5,1,E01000402,0
Unvalidated,2024010487511,2024,010487511,1,5,0,14,1,5,0,1,0,0,0,0,3,1,2,1,53,8,-1,-1,-1,-1,5,1,E01031570,0
Unvalidated,2024010487511,2024,010487511,2,21,0,7,1,3,0,5,0,0,0,0,2,1,1,1,57,9,-1,-1,-1,-1,2,1,E01003500,0
Unvalidated,2024010487513,2024,010487513,1,3,0,99,9,9,99,9,9,99,9,99,2,1,6,3,26,6,-1,-1,-1,-1,7,1,E01002154,0
Unvalidated,2024010487513,2024,010487513,2,9,0,99,9,9,99,9,9,99,9,99,1,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487523,2024,010487523,1,3,0,99,9,9,99,9,9,99,9,99,9,1,2,1,23,5,-1,-1,-1,-1,6,1,E01001393,0
Unvalidated,2024010487523,2024,010487523,2,9,0,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487525,2024,010487525,1,2,0,99,9,9,99,9,9,99,9,99,9,1,2,1,28,6,-1,-1,-1,-1,6,1,E01000250,0
Unvalidated,2024010487525,2024,010487525,2,9,0,99,9,9,99,9,9,99,9,99,9,9,6,2,32,6,-1,-1,-1,-1,5,1,E01023533,0
Unvalidated,2024010487527,2024,010487527,1,9,0,99,9,9,99,9,9,99,9,99,9,9,6,2,50,8,-1,-1,-1,-1,1,1,E01002748,0
Unvalidated,2024010487527,2024,010487527,2,9,0,99,9,9,99,9,9,99,9,99,9,9,6,3,46,8,-1,-1,-1,-1,3,1,E01003537,0
Unvalidated,2024010487531,2024,010487531,1,4,0,99,9,9,99,9,9,99,9,99,2,1,2,1,33,6,-1,-1,-1,-1,2,1,E01009991,0
Unvalidated,2024010487531,2024,010487531,2,9,0,99,9,9,99,9,9,99,9,99,1,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487533,2024,010487533,1,9,9,99,9,9,99,9,9,99,9,99,1,1,6,1,64,9,-1,-1,-1,-1,3,1,E01003579,0
Unvalidated,2024010487533,2024,010487533,2,1,9,99,3,7,99,9,9,99,9,99,1,1,1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487534,2024,010487534,1,1,9,18,9,9,99,1,9,99,9,99,9,1,2,2,30,6,-1,-1,-1,-1,2,1,E01004251,0
Unvalidated,2024010487534,2024,010487534,2,9,0,7,9,9,99,6,9,99,9,99,9,9,6,1,37,7,-1,-1,-1,-1,3,1,E01003520,0
Unvalidated,2024010487547,2024,010487547,1,3,0,99,9,9,99,9,9,99,9,99,1,1,1,1,34,6,-1,-1,-1,-1,4,1,E01000633,0
Unvalidated,2024010487547,2024,010487547,2,9,0,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487551,2024,010487551,1,1,9,99,9,9,99,3,9,99,9,99,9,1,2,1,28,6,-1,-1,-1,-1,2,1,E01003162,0
Unvalidated,2024010487551,2024,010487551,2,9,0,99,9,9,99,4,9,99,9,99,1,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487552,2024,010487552,1,3,0,99,9,9,99,9,9,99,9,99,9,1,2,1,25,5,-1,-1,-1,-1,3,1,E01033464,0
Unvalidated,2024010487552,2024,010487552,2,9,0,99,9,9,99,9,9,99,9,99,9,9,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487553,2024,010487553,1,9,0,4,1,5,0,1,0,0,0,0,2,1,6,1,52,8,-1,-1,-1,-1,2,1,E01003528,0
Unvalidated,2024010487553,2024,010487553,2,1,0,16,1,5,0,1,0,0,0,0,1,1,6,1,16,4,-1,-1,-1,-1,2,1,E01003591,0
Unvalidated,2024010487555,2024,010487555,1,9,0,18,5,1,0,8,0,4,0,0,4,1,2,1,38,7,-1,-1,-1,-1,4,1,E01001050,0
Unvalidated,2024010487555,2024,010487555,2,9,0,2,0,0,0,2,0,0,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487555,2024,010487555,3,9,0,2,0,0,0,8,0,4,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487555,2024,010487555,4,9,0,2,0,0,0,8,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0
Unvalidated,2024010487556,2024,010487556,1,3,0,18,1,5,0,8,0,0,0,0,9,1,1,2,19,4,-1,-1,-1,-1,7,1,E01001495,0
